group	volume	title_volume	title_sutra	T_number	credits
阿含部	01	阿含部 Vol. 1	長阿含經	T0001	佛陀耶舍(譯);竺佛念(譯)
阿含部	01	阿含部 Vol. 1	佛説七佛經	T0002	法天(譯)
阿含部	01	阿含部 Vol. 1	毘婆尸佛經	T0003	法天(譯)
阿含部	01	阿含部 Vol. 1	七佛父母姓字經	T0004	(失譯)
阿含部	01	阿含部 Vol. 1	佛般泥洹經	T0005	白法祖(譯)
阿含部	01	阿含部 Vol. 1	般泥洹經	T0006	(失譯)
阿含部	01	阿含部 Vol. 1	大般涅槃經	T0007	法顯(譯)
阿含部	01	阿含部 Vol. 1	佛説大堅固婆羅門縁起經	T0008	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説人仙經	T0009	法賢(譯)
阿含部	01	阿含部 Vol. 1	佛説白衣金幢二婆羅門縁起經	T0010	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説尼拘陀梵志經	T0011	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説大集法門經	T0012	施護(譯)
阿含部	01	阿含部 Vol. 1	長阿含十報法經	T0013	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説人本欲生經	T0014	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説帝釋所問經	T0015	法賢(譯)
阿含部	01	阿含部 Vol. 1	佛説尸迦羅越六方禮經	T0016	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説善生子經	T0017	沙門支法度(譯)
阿含部	01	阿含部 Vol. 1	佛説信佛功徳經	T0018	法賢(譯)
阿含部	01	阿含部 Vol. 1	佛説大三摩惹經	T0019	法天(譯)
阿含部	01	阿含部 Vol. 1	佛開解梵志阿&T075586;經	T0020	支謙(譯)
阿含部	01	阿含部 Vol. 1	佛説梵網六十二見經	T0021	支謙(譯)
阿含部	01	阿含部 Vol. 1	佛説寂志果經	T0022	竺曇無蘭(譯)
阿含部	01	阿含部 Vol. 1	大樓炭經	T0023	法立(譯);法炬(譯)
阿含部	01	阿含部 Vol. 1	起世經	T0024	闍那崛多(譯)
阿含部	01	阿含部 Vol. 1	起世因本經	T0025	達摩笈多(譯)
阿含部	01	阿含部 Vol. 1	中阿含經	T0026	瞿曇僧伽提婆(譯)
阿含部	01	阿含部 Vol. 1	佛説七知經	T0027	支謙(譯)
阿含部	01	阿含部 Vol. 1	佛説園生樹經	T0028	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説鹹水喩經	T0029	(失譯)
阿含部	01	阿含部 Vol. 1	佛説薩鉢多酥哩踰捺野經	T0030	法賢(譯)
阿含部	01	阿含部 Vol. 1	佛説一切流攝守因經	T0031	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説四諦經	T0032	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説恒水經	T0033	法炬(譯)
阿含部	01	阿含部 Vol. 1	法海經	T0034	法炬(譯)
阿含部	01	阿含部 Vol. 1	佛説海八徳經	T0035	鳩摩羅什
阿含部	01	阿含部 Vol. 1	佛説本相猗致經	T0036	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説縁本致經	T0037	(失譯)
阿含部	01	阿含部 Vol. 1	佛説輪王七寶經	T0038	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説頂生王故事經	T0039	法炬(譯)
阿含部	01	阿含部 Vol. 1	佛説文陀竭王經	T0040	曇無讖(譯)
阿含部	01	阿含部 Vol. 1	頻婆娑羅王經	T0041	法賢(譯)
阿含部	01	阿含部 Vol. 1	佛説鐵城泥犁經	T0042	竺曇無蘭(譯)
阿含部	01	阿含部 Vol. 1	佛説閻羅王五天使者經	T0043	慧簡(譯)
阿含部	01	阿含部 Vol. 1	佛説古來世時經	T0044	(失譯)
阿含部	01	阿含部 Vol. 1	大正句王經	T0045	法賢(譯)
阿含部	01	阿含部 Vol. 1	佛説阿那律八念經	T0046	支曜(譯)
阿含部	01	阿含部 Vol. 1	佛説離睡經	T0047	竺法護(譯)
阿含部	01	阿含部 Vol. 1	佛説是法非法經	T0048	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説求欲經	T0049	法炬(譯)
阿含部	01	阿含部 Vol. 1	佛説受歳經	T0050	竺法護(譯)
阿含部	01	阿含部 Vol. 1	佛説梵志計水淨經	T0051	(失譯)
阿含部	01	阿含部 Vol. 1	佛説大生義經	T0052	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説苦陰經	T0053	(失譯)
阿含部	01	阿含部 Vol. 1	佛説釋摩男本四子經	T0054	支謙(譯)
阿含部	01	阿含部 Vol. 1	佛説苦陰因事經	T0055	法炬(譯)
阿含部	01	阿含部 Vol. 1	佛説樂想經	T0056	竺法護(譯)
阿含部	01	阿含部 Vol. 1	佛説漏分布經	T0057	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説阿耨風經	T0058	竺曇無蘭(譯)
阿含部	01	阿含部 Vol. 1	佛説諸法本經	T0059	支謙(譯)
阿含部	01	阿含部 Vol. 1	佛説瞿曇彌記果經	T0060	慧簡(譯)
阿含部	01	阿含部 Vol. 1	佛説受新歳經	T0061	竺法護(譯)
阿含部	01	阿含部 Vol. 1	佛説新歳經	T0062	曇無蘭(譯)
阿含部	01	阿含部 Vol. 1	佛説解夏經	T0063	法賢(譯)
阿含部	01	阿含部 Vol. 1	佛説瞻婆比丘經	T0064	法炬(譯)
阿含部	01	阿含部 Vol. 1	佛説伏婬經	T0065	法炬(譯)
阿含部	01	阿含部 Vol. 1	佛説魔嬈亂經	T0066	(失譯)
阿含部	01	阿含部 Vol. 1	弊魔試目連經	T0067	支謙(譯)
阿含部	01	阿含部 Vol. 1	佛説頼吒和羅經	T0068	支謙(譯)
阿含部	01	阿含部 Vol. 1	佛説護國經	T0069	法賢(譯)
阿含部	01	阿含部 Vol. 1	佛説數經	T0070	法炬(譯)
阿含部	01	阿含部 Vol. 1	梵志頞波羅延問種尊經	T0071	竺曇無蘭(譯)
阿含部	01	阿含部 Vol. 1	佛説三歸五戒慈心厭離功徳經	T0072	(失譯)
阿含部	01	阿含部 Vol. 1	佛説須達經	T0073	求那毗地(譯)
阿含部	01	阿含部 Vol. 1	佛説長者施報經	T0074	法天(譯)
阿含部	01	阿含部 Vol. 1	佛為黄竹園老婆羅門説學經	T0075	(失譯)
阿含部	01	阿含部 Vol. 1	梵摩渝經	T0076	支謙(譯)
阿含部	01	阿含部 Vol. 1	佛説尊上經	T0077	竺法護(譯)
阿含部	01	阿含部 Vol. 1	佛説兜調經	T0078	(失譯)
阿含部	01	阿含部 Vol. 1	佛説鸚鵡經	T0079	求那跋陀羅(譯)
阿含部	01	阿含部 Vol. 1	佛爲首迦長者説業報差別經	T0080	瞿曇法智(譯)
阿含部	01	阿含部 Vol. 1	分別善惡報應經	T0081	天息災(譯)
阿含部	01	阿含部 Vol. 1	佛説意經	T0082	竺法護(譯)
阿含部	01	阿含部 Vol. 1	佛説應法經	T0083	竺法護(譯)
阿含部	01	阿含部 Vol. 1	佛説分別布施經	T0084	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説息諍因縁經	T0085	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説泥犁經	T0086	竺曇無蘭(譯)
阿含部	01	阿含部 Vol. 1	佛説齋經	T0087	支謙(譯)
阿含部	01	阿含部 Vol. 1	優陂夷墮舍迦經	T0088	(失譯)
阿含部	01	阿含部 Vol. 1	佛説八關齋經	T0089	沮渠京聲(譯)
阿含部	01	阿含部 Vol. 1	佛説鞞摩肅經	T0090	求那跋陀羅(譯)
阿含部	01	阿含部 Vol. 1	佛説婆羅門子命終愛念不離經	T0091	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説十支居士八城人經	T0092	安世高(譯)
阿含部	01	阿含部 Vol. 1	佛説邪見經	T0093	(失譯)
阿含部	01	阿含部 Vol. 1	佛説箭喩經	T0094	(失譯)
阿含部	01	阿含部 Vol. 1	佛説蟻喩經	T0095	施護(譯)
阿含部	01	阿含部 Vol. 1	佛説治意經	T0096	(失譯)
阿含部	01	阿含部 Vol. 1	廣義法門經	T0097	眞諦(譯)
阿含部	01	阿含部 Vol. 1	佛説普法義經	T0098	安世高(譯)
阿含部	02	阿含部 Vol. 2	雜阿含經	T0099	求那跋陀羅(譯)
阿含部	02	阿含部 Vol. 2	別譯雜阿含經	T0100	(失譯)
阿含部	02	阿含部 Vol. 2	雜阿含經	T0101	(失譯)
阿含部	02	阿含部 Vol. 2	佛説五蘊皆空經	T0102	義淨(譯)
阿含部	02	阿含部 Vol. 2	佛説聖法印經	T0103	竺法護(譯)
阿含部	02	阿含部 Vol. 2	佛説法印經	T0104	施護(譯)
阿含部	02	阿含部 Vol. 2	五陰譬喩經	T0105	安世高(譯)
阿含部	02	阿含部 Vol. 2	佛説水沫所漂經	T0106	竺曇無蘭(譯)
阿含部	02	阿含部 Vol. 2	佛説不自守意經	T0107	支謙(譯)
阿含部	02	阿含部 Vol. 2	佛説滿願子經	T0108	(失譯)
阿含部	02	阿含部 Vol. 2	佛説轉法輪經	T0109	安世高(譯)
阿含部	02	阿含部 Vol. 2	佛説三轉法輪經	T0110	義淨(譯)
阿含部	02	阿含部 Vol. 2	佛説相應相可經	T0111	法炬(譯)
阿含部	02	阿含部 Vol. 2	佛説八正道經	T0112	安世高(譯)
阿含部	02	阿含部 Vol. 2	佛説難提釋經	T0113	法炬(譯)
阿含部	02	阿含部 Vol. 2	佛説馬有三相經	T0114	支曜(譯)
阿含部	02	阿含部 Vol. 2	佛説馬有八態譬人經	T0115	支曜(譯)
阿含部	02	阿含部 Vol. 2	佛説戒徳香經	T0116	竺曇無蘭(譯)
阿含部	02	阿含部 Vol. 2	佛説戒香經	T0117	法賢(譯)
阿含部	02	阿含部 Vol. 2	佛説鴦掘摩經	T0118	竺法護(譯)
阿含部	02	阿含部 Vol. 2	鴦崛髻經	T0119	法炬(譯)
阿含部	02	阿含部 Vol. 2	央掘魔羅經	T0120	求那跋陀羅(譯)
阿含部	02	阿含部 Vol. 2	佛説月喩經	T0121	施護(譯)
阿含部	02	阿含部 Vol. 2	波斯匿王太后崩塵土坌身經	T0122	法炬(譯)
阿含部	02	阿含部 Vol. 2	佛説放牛經	T0123	鳩摩羅什(譯)
阿含部	02	阿含部 Vol. 2	縁起經	T0124	玄奘(譯)
阿含部	02	阿含部 Vol. 2	増一阿含經	T0125	瞿曇僧伽提婆(譯)
阿含部	02	阿含部 Vol. 2	佛説阿羅漢具徳經	T0126	法賢(譯)
阿含部	02	阿含部 Vol. 2	佛説四人出現世間經	T0127	求那跋陀羅(譯)
阿含部	02	阿含部 Vol. 2	須摩提女經	T0128	支謙(譯)
阿含部	02	阿含部 Vol. 2	佛説三摩竭經	T0129	竺律炎(譯)
阿含部	02	阿含部 Vol. 2	佛説給孤長者女得度因縁經	T0130	施護(譯)
阿含部	02	阿含部 Vol. 2	佛説婆羅門避死經	T0131	安世高(譯)
阿含部	02	阿含部 Vol. 2	佛説食施獲五福報經	T0132	(失譯)
阿含部	02	阿含部 Vol. 2	頻毘娑羅王詣佛供養經	T0133	釋法炬(譯)
阿含部	02	阿含部 Vol. 2	佛説長者子六過出家經	T0134	釋慧簡(譯)
阿含部	02	阿含部 Vol. 2	佛説力士移山經	T0135	竺法護(譯)
阿含部	02	阿含部 Vol. 2	佛説四未曾有法經	T0136	竺法護(譯)
阿含部	02	阿含部 Vol. 2	舍利弗摩訶目連遊四衢經	T0137	康孟詳(譯)
阿含部	02	阿含部 Vol. 2	佛説十一想思念如來經	T0138	求那跋陀羅(譯)
阿含部	02	阿含部 Vol. 2	佛説四泥犁經	T0139	曇無蘭(譯)
阿含部	02	阿含部 Vol. 2	阿那邠邸化七子經	T0140	安世高(譯)
阿含部	02	阿含部 Vol. 2	佛説阿遬達經	T0141	求那跋陀羅(譯)
阿含部	02	阿含部 Vol. 2	佛説玉耶女經	T0142	(失譯)
阿含部	02	阿含部 Vol. 2	玉耶經	T0143	竺曇無蘭(譯)
阿含部	02	阿含部 Vol. 2	佛説大愛道般泥洹經	T0144	白法祖(譯)
阿含部	02	阿含部 Vol. 2	佛母般泥洹經	T0145	慧簡(譯)
阿含部	02	阿含部 Vol. 2	舍衞國王夢見十事經	T0146	(失譯)
阿含部	02	阿含部 Vol. 2	佛説舍衞國王十夢經	T0147	(失譯)
阿含部	02	阿含部 Vol. 2	國王不梨先泥十夢經	T0148	竺曇無蘭(譯)
阿含部	02	阿含部 Vol. 2	佛説阿難同學經	T0149	安世高(譯)
阿含部	02	阿含部 Vol. 2	佛説七處三觀經	T0150A	安世高(譯)
阿含部	02	阿含部 Vol. 2	佛説九横經	T0150B	安世高(譯)
阿含部	02	阿含部 Vol. 2	佛説阿含正行經	T0151	安世高(譯)
本縁部	03	本縁部 Vol. 3	六度集經	T0152	康僧會(譯)
本縁部	03	本縁部 Vol. 3	菩薩本縁經	T0153	支謙(譯)
本縁部	03	本縁部 Vol. 3	生經	T0154	竺法護(譯)
本縁部	03	本縁部 Vol. 3	佛説菩薩本行經	T0155	(失譯)
本縁部	03	本縁部 Vol. 3	大方便佛報恩經	T0156	(失譯)
本縁部	03	本縁部 Vol. 3	悲華經	T0157	曇無讖(譯)
本縁部	03	本縁部 Vol. 3	大乘悲分陀利經	T0158	(失譯)
本縁部	03	本縁部 Vol. 3	大乘本生心地觀經	T0159	般若(譯)
本縁部	03	本縁部 Vol. 3	菩薩本生鬘論	T0160	聖勇(造);紹徳慧詢(譯)
本縁部	03	本縁部 Vol. 3	長壽王經	T0161	(失譯)
本縁部	03	本縁部 Vol. 3	金色王經	T0162	瞿曇般若流支(譯)
本縁部	03	本縁部 Vol. 3	妙色王因緣經	T0163	義淨(譯)
本縁部	03	本縁部 Vol. 3	師子素馱娑王斷肉經	T0164	智嚴(譯)
本縁部	03	本縁部 Vol. 3	佛説頂生王因縁經	T0165	施護(譯)
本縁部	03	本縁部 Vol. 3	佛説月光菩薩經	T0166	法賢(譯)
本縁部	03	本縁部 Vol. 3	佛説太子慕魄經	T0167	安世高(譯)
本縁部	03	本縁部 Vol. 3	佛説太子墓魄經	T0168	竺法護(譯)
本縁部	03	本縁部 Vol. 3	佛説月明菩薩經	T0169	支謙(譯)
本縁部	03	本縁部 Vol. 3	佛説徳光太子經	T0170	竺法護(譯)
本縁部	03	本縁部 Vol. 3	太子須大拏經	T0171	聖堅(譯)
本縁部	03	本縁部 Vol. 3	佛説菩薩投身飴餓虎起塔因縁經	T0172	法盛(譯)
本縁部	03	本縁部 Vol. 3	佛説福力太子因縁經	T0173	施護(譯)
本縁部	03	本縁部 Vol. 3	佛説菩薩睒子經	T0174	(失譯)
本縁部	03	本縁部 Vol. 3	佛説睒子經	T0175	聖堅(譯)
本縁部	03	本縁部 Vol. 3	佛説師子月佛本生經	T0176	(失譯)
本縁部	03	本縁部 Vol. 3	佛説大意經	T0177	求那跋陀羅(譯)
本縁部	03	本縁部 Vol. 3	前世三轉經	T0178	法炬(譯)
本縁部	03	本縁部 Vol. 3	銀色女經	T0179	佛陀扇多(譯)
本縁部	03	本縁部 Vol. 3	佛説過去世佛分衞經	T0180	竺法護(譯)
本縁部	03	本縁部 Vol. 3	佛説九色鹿經	T0181	支謙(譯)
本縁部	03	本縁部 Vol. 3	佛説鹿母經	T0182	竺法護(譯)
本縁部	03	本縁部 Vol. 3	一切智光明仙人慈心因縁不食肉經	T0183	(失譯)
本縁部	03	本縁部 Vol. 3	修行本起經	T0184	竺大力(譯);康孟詳(譯)
本縁部	03	本縁部 Vol. 3	佛説太子瑞應本起經	T0185	支謙(譯)
本縁部	03	本縁部 Vol. 3	佛説普曜經	T0186	竺法護(譯)
本縁部	03	本縁部 Vol. 3	方廣大莊嚴經	T0187	地婆訶羅(譯)
本縁部	03	本縁部 Vol. 3	異出菩薩本起經	T0188	聶道眞(譯)
本縁部	03	本縁部 Vol. 3	過去現在因果經	T0189	求那跋陀羅(譯)
本縁部	03	本縁部 Vol. 3	佛本行集經	T0190	闍那崛多(譯)
本縁部	03	本縁部 Vol. 3	佛説衆許摩訶帝經	T0191	法賢(譯)
本縁部	04	本縁部 Vol. 4	佛所行讃	T0192	馬鳴(造);曇無讖(譯)
本縁部	04	本縁部 Vol. 4	佛本行經	T0193	釋寶雲(譯)
本縁部	04	本縁部 Vol. 4	僧伽羅刹所集經	T0194	僧伽跋澄(譯)
本縁部	04	本縁部 Vol. 4	佛説十二遊經	T0195	迦留陀伽(譯)
本縁部	04	本縁部 Vol. 4	中本起經	T0196	曇果(譯);康孟詳(譯)
本縁部	04	本縁部 Vol. 4	佛説興起行經	T0197	康孟詳(譯)
本縁部	04	本縁部 Vol. 4	佛説義足經	T0198	支謙(譯)
本縁部	04	本縁部 Vol. 4	佛五百弟子自説本起經	T0199	竺法護(譯)
本縁部	04	本縁部 Vol. 4	撰集百縁經	T0200	支謙(譯)
本縁部	04	本縁部 Vol. 4	大莊嚴論經	T0201	馬鳴(造);鳩摩羅什(譯)
本縁部	04	本縁部 Vol. 4	賢愚經	T0202	慧覺(譯)
本縁部	04	本縁部 Vol. 4	雜寶藏經	T0203	吉迦夜(譯);曇曜(譯)
本縁部	04	本縁部 Vol. 4	雜譬喩經	T0204	支婁迦讖(譯)
本縁部	04	本縁部 Vol. 4	雜譬喩經	T0205	(失譯)
本縁部	04	本縁部 Vol. 4	舊雜譬喩經	T0206	康僧會(譯)
本縁部	04	本縁部 Vol. 4	雜讐喩經	T0207	道略(集)
本縁部	04	本縁部 Vol. 4	衆經撰雜譬喩	T0208	道略(集);鳩摩羅什(譯)
本縁部	04	本縁部 Vol. 4	百喩經	T0209	僧伽斯那(撰);求那毘地(譯)
本縁部	04	本縁部 Vol. 4	法句經	T0210	法救(撰);維祇難(譯)
本縁部	04	本縁部 Vol. 4	法句譬喩經	T0211	法炬(譯);法立(譯)
本縁部	04	本縁部 Vol. 4	出曜經	T0212	竺佛念(譯)
本縁部	04	本縁部 Vol. 4	法集要頌經	T0213	法救(撰);天息災(譯)
本縁部	04	本縁部 Vol. 4	佛説猘狗經	T0214	支謙(譯)
本縁部	04	本縁部 Vol. 4	佛説群牛譬經	T0215	法炬(譯)
本縁部	04	本縁部 Vol. 4	佛説大魚事經	T0216	竺曇無蘭(譯)
本縁部	04	本縁部 Vol. 4	佛説譬喩經	T0217	義淨(譯)
本縁部	04	本縁部 Vol. 4	佛説灌頂王喩經	T0218	施護(譯)
本縁部	04	本縁部 Vol. 4	佛説醫喩經	T0219	施護(譯)
般若部	05	般若部 Vol. 5	大般若波羅蜜多經	T0220	玄奘(譯)
般若部	06	般若部 Vol. 6	大般若波羅蜜多經	T0220	玄奘(譯)
般若部	07	般若部 Vol. 7	大般若波羅蜜多經	T0220	玄奘(譯)
般若部	08	般若部 Vol. 8	放光般若經	T0221	無羅叉(譯)
般若部	08	般若部 Vol. 8	光讃經	T0222	竺法護(譯)
般若部	08	般若部 Vol. 8	摩訶般若波羅蜜經	T0223	鳩摩羅什(譯)
般若部	08	般若部 Vol. 8	道行般若經	T0224	支婁迦讖(譯)
般若部	08	般若部 Vol. 8	大明度經	T0225	支謙(譯)
般若部	08	般若部 Vol. 8	摩訶般若鈔經	T0226	曇摩蜱(譯);竺佛念(譯)
般若部	08	般若部 Vol. 8	小品般若波羅蜜經	T0227	鳩摩羅什(譯)
般若部	08	般若部 Vol. 8	佛母出生三法藏般若波羅蜜多經	T0228	施護(譯)
般若部	08	般若部 Vol. 8	佛説佛母寶徳藏般若波羅蜜經	T0229	法賢(譯)
般若部	08	般若部 Vol. 8	聖八千頌般若波羅蜜多一百八名眞實圓義陀羅尼經	T0230	施護(譯)
般若部	08	般若部 Vol. 8	勝天王般若波羅蜜經	T0231	月婆首那(譯)
般若部	08	般若部 Vol. 8	文殊師利所説摩訶般若波羅蜜經	T0232	曼陀羅仙(譯)
般若部	08	般若部 Vol. 8	文殊師利所説般若波羅蜜經	T0233	僧伽婆羅(譯)
般若部	08	般若部 Vol. 8	佛説濡首菩薩無上清淨分衞經	T0234	翔公(譯)
般若部	08	般若部 Vol. 8	金剛般若波羅蜜經	T0235	鳩摩羅什(譯)
般若部	08	般若部 Vol. 8	金剛般若波羅蜜經	T0236	菩提流支(譯)
般若部	08	般若部 Vol. 8	金剛般若波羅蜜經	T0237	眞諦(譯)
般若部	08	般若部 Vol. 8	金剛能斷般若波羅蜜經	T0238	笈多(譯)
般若部	08	般若部 Vol. 8	佛説能斷金剛般若波羅蜜多經	T0239	義淨(譯)
般若部	08	般若部 Vol. 8	實相般若波羅蜜經	T0240	菩提流志(譯)
般若部	08	般若部 Vol. 8	金剛頂瑜伽理趣般若經	T0241	金剛智(譯)
般若部	08	般若部 Vol. 8	佛説遍照般若波羅蜜經	T0242	施護(譯)
般若部	08	般若部 Vol. 8	大樂金剛不空眞實三麼耶經	T0243	不空(譯)
般若部	08	般若部 Vol. 8	佛説最上根本大樂金剛不空三昧大教王經	T0244	法賢(譯)
般若部	08	般若部 Vol. 8	佛説仁王般若波羅蜜經	T0245	鳩摩羅什(譯)
般若部	08	般若部 Vol. 8	仁王護國般若波羅蜜多經	T0246	不空(譯)
般若部	08	般若部 Vol. 8	佛説了義般若波羅蜜多經	T0247	施護(譯)
般若部	08	般若部 Vol. 8	佛説五十頌聖般若波羅蜜經	T0248	施護(譯)
般若部	08	般若部 Vol. 8	佛説帝釋般若波羅蜜多心經	T0249	施護(譯)
般若部	08	般若部 Vol. 8	摩訶般若波羅蜜大明呪經	T0250	鳩摩羅什(譯)
般若部	08	般若部 Vol. 8	般若波羅蜜多心經	T0251	玄奘(譯)
般若部	08	般若部 Vol. 8	普遍智藏般若波羅蜜多心經	T0252	法月重(譯)
般若部	08	般若部 Vol. 8	般若波羅蜜多心經	T0253	般若(譯);利言(譯)
般若部	08	般若部 Vol. 8	般若波羅蜜多心經	T0254	智慧輪(譯)
般若部	08	般若部 Vol. 8	般若波羅蜜多心經	T0255	法成(譯)
般若部	08	般若部 Vol. 8	唐梵翻對字音般若波羅蜜多心經	T0256	
般若部	08	般若部 Vol. 8	佛説聖佛母般若波羅蜜多經	T0257	施護(譯)
般若部	08	般若部 Vol. 8	聖佛母小字般若波羅蜜多經	T0258	天息災(譯)
般若部	08	般若部 Vol. 8	佛説觀想佛母般若波羅蜜多菩薩經	T0259	天息災(譯)
般若部	08	般若部 Vol. 8	佛説開覺自性般若波羅蜜多經	T0260	惟淨(譯)
般若部	08	般若部 Vol. 8	大乘理趣六波羅蜜多經	T0261	般若(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	妙法蓮華經	T0262	鳩摩羅什(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	正法華經	T0263	竺法護(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	添品妙法蓮華經	T0264	闍那崛多(譯);笈多(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	薩曇分陀利經	T0265	(失譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	佛説阿惟越致遮經	T0266	竺法護(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	不退轉法輪經	T0267	(失譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	佛説廣博嚴淨不退轉輪經	T0268	智嚴(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	佛説法華三昧經	T0269	智嚴(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	大法鼓經	T0270	求那跋陀羅(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	佛説菩薩行方便境界神通變化經	T0271	求那跋陀羅(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	大薩遮尼乾子所説經	T0272	菩提留支(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	金剛三昧經	T0273	(失譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	佛説濟諸方等學經	T0274	竺法護(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	大乘方廣總持經	T0275	毘尼多流支(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	無量義經	T0276	曇摩伽陀耶舍(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	佛説觀普賢菩薩行法經	T0277	曇無蜜多(譯)
法華部・華嚴部	09	法華部・華嚴部 Vol. 9	大方廣佛華嚴經	T0278	佛馱跋陀羅(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣佛華嚴經	T0279	實叉難陀(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説兜沙經	T0280	支婁迦讖(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説菩薩本業經	T0281	支謙(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	諸菩薩求佛本業經	T0282	聶道眞(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	菩薩十住行道品	T0283	竺法護(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説菩薩十住經	T0284	祇多蜜(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	漸備一切智徳經	T0285	竺法護(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	十住經	T0286	鳩摩羅什(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説十地經	T0287	尸羅達摩(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	等目菩薩所問三昧經	T0288	竺法護(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	顯無邊佛土功徳經	T0289	玄奘(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説較量一切佛刹功徳經	T0290	法賢(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説如來興顯經	T0291	竺法護(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	度世品經	T0292	竺法護(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣佛華嚴經	T0293	般若(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説羅摩伽經	T0294	聖堅(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣佛華嚴經入法界品	T0295	地婆訶羅(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	文殊師利發願經	T0296	佛陀跋陀羅(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	普賢菩薩行願讃	T0297	不空(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣普賢所説經	T0298	實叉難陀(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣總持寶光明經	T0299	法天(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣佛華嚴經不思議佛境界分	T0300	提雲般若(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣如來不思議境界經	T0301	實叉難陀(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	度諸佛境界智光嚴經	T0302	(失譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛華嚴入如來徳智不思議境界經	T0303	闍那崛多(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣入如來智徳不思議經	T0304	實叉難陀(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	信力入印法門經	T0305	曇摩流支(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	大方廣佛花嚴經修慈分	T0306	提雲般若(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説莊嚴菩提心經	T0307	鳩摩羅什(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	佛説大方廣菩薩十地經	T0308	吉迦夜(譯)
法華部・華嚴部	10	法華部・華嚴部 Vol. 10	最勝問菩薩十住除垢斷結經	T0309	竺佛念(譯)
